1,2
2,1
3,2
4,1
5,2
6,2
7,1
8,2
9,4
10,3
11,2
12,3
13,3
14,4
15,1
16,4
17,3
18,4
19,3
20,4
21,1
22,4
23,3
24,4
25,3
26,3
27,4
28,3
29,3
30,2
31,2
32,2
33,2
34,1
35,3
36,3
37,1
38,4
39,2
40,3
41,4
42,4
43,2
44,4
45,2
46,3
47,2
48,2
49,4
50,2
51,3
52,3
53,3
54,2
55,3
56,1
57,4
58,1
59,3
60,1
61,1
62,2
63,1
64,2
65,2
66,2
67,1
68,1
69,1
70,1
71,2
72,3
73,3
74,4
75,1
76,3
77,3
78,1
79,2
80,1
81,3
82,4
83,2
84,2
85,2
86,2
87,1
88,4
89,1
90,2
91,4
92,4
93,1
94,3
95,4
96,1
97,1
98,3
99,2
100,3
101,4
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,3
110,3
111,3
112,3
113,4
114,3
115,4
116,4
117,4
118,1
119,4
120,1
121,2
122,4
123,4
124,4
125,4
126,4
127,1
128,2
129,3
130,1
131,4
132,2
133,3
134,3
135,4
136,3
137,3
138,1
139,3
140,3
141,4
142,2
143,2
144,1
145,3
146,4
147,2
148,4
149,2
150,3
151,3
152,1
153,2
154,2
155,1
156,4
157,4
158,2
159,4
160,3
161,4
162,3
163,4
164,3
165,3
166,2
167,4
168,1
169,2
170,1
171,4
172,4
173,1
174,3
175,3
176,2
177,2
178,1
179,4
180,3
181,2
182,4
183,1
184,1
185,3
186,2
187,4
188,2
189,4
190,1
191,1
192,4
193,1
194,3
195,3
196,1
197,4
198,1
199,3
200,4
201,3
202,1
203,4
204,3
205,1
206,1
207,1
208,3
209,3
210,1
211,2
212,4
213,2
214,3
215,2
216,2
217,4
218,1
219,4
220,2
221,4
222,4
223,3
224,1
225,4
226,4
227,3
228,2
229,4
230,2
231,4
232,1
233,2
234,3
235,4
236,4
237,2
238,2
239,4
240,4
241,3
242,2
243,3
244,3
245,4
246,2
247,3
248,2
249,3
250,3
251,3
252,1
253,1
254,3
255,3
256,1
257,3
258,2
259,4
260,2
261,3
262,2
263,4
264,2
265,1
266,1
267,3
268,4
269,4
270,3
271,3
272,1
273,1
274,2
275,1
276,4
277,1
278,2
279,3
280,1
281,1
282,2
283,4
284,2
285,2
286,2
287,3
288,3
289,4
290,3
291,4
292,3
293,1
294,4
295,4
296,4
297,4
298,3
299,3
300,1
301,4
302,2
303,3
304,4
305,2
306,3
307,4
308,4
309,2
310,2
311,2
312,3
313,3
314,3
315,3
316,1
317,4
318,3
319,3
320,1
321,1
322,2
323,3
324,3
325,3
326,3
327,4
328,3
329,2
330,1
331,3
332,3
333,2
334,3
335,2
336,3
337,4
338,1
339,4
340,2
341,2
342,1
343,1
344,2
345,1
346,1
347,1
348,3
349,2
350,2
351,2
352,3
353,2
354,1
355,3
356,4
357,3
358,2
359,2
360,2
361,1
362,1
363,1
364,2
365,3
366,3
367,4
368,1
369,1
370,2
371,1
372,2
373,2
374,4
375,1
376,4
377,1
378,2
379,4
380,3
381,4
382,4
383,2
384,1
385,4
386,1
387,1
388,4
389,1
390,1
391,4
392,3
393,2
394,3
395,1
396,4
397,4
398,1
399,1
400,2
401,2
402,2
403,1
404,3
405,4
406,2
407,1
408,2
409,2
410,2
411,3
412,4
413,1
414,3
415,1
416,1
417,1
418,3
419,4
420,4
421,1
422,1
423,2
424,2
425,3
426,2
427,1
428,1
429,3
430,4
431,3
432,4
433,3
434,3
435,4
436,1
437,3
438,4
439,1
440,1
441,4
442,4
443,1
444,3
445,3
446,2
447,4
448,3
449,4
450,1
451,3
452,4
453,1
454,1
455,1
456,1
457,2
458,3
459,2
460,1
461,3
462,1
463,1
464,1
465,4
466,2
467,2
468,3
469,3
470,2
471,3
472,1
473,4
474,1
475,3
476,2
477,1
478,2
479,4
480,4
481,2
482,4
483,3
484,2
485,4
486,3
487,2
488,3
489,4
490,2
491,4
492,3
493,2
494,2
495,4
496,1
497,3
498,4
499,4
500,3
501,3
502,4
503,2
504,2
505,3
506,3
507,4
508,4
509,1
510,3
511,3
512,1
513,3
514,1
515,4
516,4
517,4
518,1
519,4
520,3
521,1
522,4
523,1
524,4
525,1
526,4
527,3
528,4
529,2
530,3
531,3
532,4
533,1
534,2
535,2
536,1
537,2
538,1
539,3
540,3
541,1
542,1
543,4
544,2
545,4
546,3
547,4
548,4
549,1
550,2
551,1
552,1
553,1
554,1
555,3
556,3
557,1
558,4
559,2
560,3
561,2
562,1
563,4
564,2
565,1
566,3
567,3
568,2
569,4
570,2
571,2
572,4
573,1
574,1
575,2
576,3
577,2
578,2
579,3
580,1
581,1
582,1
583,3
584,2
585,2
586,1
587,4
588,1
589,4
590,1
591,4
592,1
593,4
594,3
595,4
596,2
597,2
598,1
599,2
600,4
601,2
602,1
603,1
604,3
605,1
606,1
607,4
608,1
609,4
610,2
611,1
612,4
613,4
614,4
615,4
616,4
617,2
618,3
619,2
620,2
621,4
622,1
623,1
624,4
625,2
626,3
627,1
628,1
629,1
630,4
631,1
632,4
633,3
634,2
635,1
636,4
637,3
638,1
639,3
640,3
641,3
642,2
643,2
644,3
645,2
646,2
647,1
648,1
649,2
650,4
651,2
652,3
653,4
654,2
655,2
656,2
657,3
658,1
659,1
660,3
661,3
662,4
663,1
664,4
665,1
666,2
667,2
668,3
669,4
670,4
671,3
672,2
673,1
674,3
675,1
676,4
677,2
678,1
679,1
680,4
681,3
682,3
683,1
684,2
685,4
686,1
687,2
688,4
689,1
690,3
691,4
692,3
693,1
694,3
695,4
696,4
697,4
698,1
699,4
700,2
701,1
702,1
703,1
704,3
705,2
706,4
707,2
708,4
709,1
710,3
711,4
712,1
713,1
714,4
715,3
716,2
717,2
718,3
719,4
720,1
721,1
722,3
723,1
724,4
725,2
726,4
727,2
728,4
729,2
730,4
731,1
732,2
733,2
734,1
735,2
736,3
737,3
738,2
739,4
740,4
741,4
742,2
743,2
744,3
745,1
746,1
747,4
748,1
749,1
750,1
751,4
752,3
753,3
754,2
755,1
756,2
757,3
758,3
759,2
760,1
761,4
762,4
763,3
764,1
765,1
766,3
767,4
768,4
769,2
770,3
771,4
772,4
773,2
774,2
775,2
776,1
777,2
778,2
779,3
780,1
781,3
782,3
783,2
784,3
785,4
786,1
787,4
788,4
789,1
790,1
791,3
792,3
793,4
794,2
795,2
796,4
797,2
798,2
799,1
800,1
801,4
802,1
803,2
804,1
805,2
806,4
807,3
808,2
809,2
810,4
811,3
812,1
813,1
814,3
815,1
816,2
817,3
818,1
819,1
820,1
821,1
822,4
823,3
824,2
825,2
826,4
827,1
828,4
829,4
830,4
831,3
832,4
833,2
834,3
835,2
836,2
837,3
838,3
839,2
840,2
841,1
842,1
843,2
844,3
845,2
846,4
847,3
848,2
849,1
850,1
851,4
852,3
853,4
854,4
855,3
856,2
857,2
858,4
859,3
860,1
861,4
862,2
863,2
864,1
865,3
866,1
867,2
868,3
869,4
870,1
871,3
872,3
873,3
874,1
875,1
876,4
877,3
878,2
879,3
880,3
881,4
882,3
883,1
884,2
885,3
886,2
887,2
888,4
889,3
890,1
891,4
892,2
893,4
894,3
895,3
896,2
897,1
898,1
899,2
900,3
901,2
902,2
903,4
904,1
905,1
906,4
907,1
908,3
909,4
910,1
911,2
912,2
913,4
914,2
915,2
916,2
917,4
918,2
919,1
920,3
921,1
922,2
923,4
924,3
925,2
926,1
927,3
928,1
929,4
930,1
931,3
932,4
933,1
934,2
935,1
936,3
937,3
938,2
939,1
940,3
941,4
942,2
943,2
944,3
945,4
946,3
947,4
948,1
949,3
950,3
951,1
952,1
953,2
954,4
955,3
956,2
957,2
958,2
959,2
960,1
961,4
962,3
963,2
964,3
965,2
966,2
967,3
968,1
969,4
970,2
971,3
972,2
973,1
974,4
975,3
976,4
977,4
978,2
979,4
980,2
981,1
982,3
983,4
984,2
985,1
986,3
987,3
988,1
989,3
990,3
991,4
992,2
993,4
994,3
995,3
996,2
997,1
998,4
999,1
1000,1
1,3
2,1
3,2
4,3
5,3
6,1
7,4
8,4
9,3
10,4
11,1
12,1
13,1
14,3
15,4
16,2
17,3
18,2
19,1
20,2
21,3
22,4
23,2
24,4
25,2
26,1
27,1
28,4
29,2
30,3
31,3
32,4
33,1
34,4
35,3
36,4
37,3
38,2
39,1
40,2
41,1
42,1
43,2
44,2
45,4
46,1
47,1
48,4
49,4
50,4
51,2
52,3
53,3
54,4
55,4
56,2
57,4
58,3
59,2
60,2
61,1
62,3
63,2
64,2
65,3
66,4
67,3
68,4
69,2
70,1
71,2
72,1
73,3
74,4
75,1
76,1
77,3
78,4
79,3
80,1
81,3
82,2
83,3
84,2
85,3
86,3
87,3
88,4
89,3
90,3
91,3
92,2
93,1
94,3
95,1
96,2
97,3
98,1
99,1
100,1
101,3
102,2
103,2
104,2
